Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAgg,FineAgg,AgeDays,W.C,StrengthMPa
167,187,195,185,7,898,636,28,1.107784431,23.89
184,86,190,213,6,923,623,28,1.157608696,22.93
156,178,187,221,7,854,614,28,1.416666667,29.41
313.3,0,113,178.5,8,1001.9,688.7,28,0.569741462,36.8
154.8,183.4,0,193.3,9.1,1047.4,696.7,28,1.24870801,18.29
145.9,230.5,0,202.5,3.4,827,871.8,28,1.387936943,32.72
296,0,106.7,221.4,10.5,819.2,778.4,28,0.747972973,31.42
133.1,210.2,0,195.7,3.1,949.4,795.3,28,1.470323065,28.94
313.3,145,0,178.5,8,867.2,824,28,0.569741462,40.93
151.6,0,111.9,184.4,7.9,992,815.9,28,1.216358839,12.18
153.1,145,113,178.5,8,1001.9,688.7,28,1.165904637,25.56
139.9,132.6,103.3,200.3,7.4,916,753.4,28,1.431736955,36.44
149.5,236,0,175.8,12.6,846.8,892.7,28,1.175919732,32.96
299.8,0,119.8,211.5,9.9,878.2,727.6,28,0.705470314,23.84
153.1,145,113,178.5,8,867.2,824,28,1.165904637,26.23
148.1,0,136.6,158.1,16.1,1001.8,830.1,28,1.067521945,17.96
326.5,0,137.9,199,10.8,801.1,792.5,28,0.60949464,38.63
152.7,144.7,0,178.1,8,999.7,822.2,28,1.166339227,19.01
261.9,110.5,86.1,195.4,5,895.2,732.6,28,0.746086292,33.72
158.4,0,194.9,219.7,11,897.7,712.9,28,1.386994949,8.54
150.7,0,185.3,166.7,15.6,1074.5,678,28,1.106171201,13.46
272.6,0,89.6,198.7,10.6,931.3,762.2,28,0.728906823,32.25
149,117.6,91.7,182.9,7.1,953.4,780.3,28,1.227516779,23.52
143,169.4,142.7,190.7,8.4,967.4,643.5,28,1.333566434,29.73
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,0.65640631,49.77
312.9,160.5,0,177.6,9.6,916.6,759.5,28,0.56759348,52.45
284,119.7,0,168.3,7.2,970.4,794.2,28,0.592605634,40.93
336.5,0,0,181.9,3.4,985.8,816.8,28,0.540564636,44.87
144.8,0,133.6,180.8,11.1,979.5,811.5,28,1.248618785,13.2
150,236.8,0,173.8,11.9,1069.3,674.8,28,1.158666667,37.43
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,1.333333333,29.87
330.5,169.6,0,194.9,8.1,811,802.3,28,0.589712557,56.62
154.8,0,142.8,193.3,9.1,1047.4,696.7,28,1.24870801,12.46
154.8,183.4,0,193.3,9.1,877.2,867.7,28,1.24870801,23.79
134.7,0,165.7,180.2,10,961,804.9,28,1.337787676,13.29
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,0.668294515,39.42
314,145.3,113.2,178.9,8,869.1,690.2,28,0.569745223,46.23
145.7,172.6,0,181.9,3.4,985.8,816.8,28,1.248455731,23.74
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,1.23852573,26.15
148.1,0,182.1,181.4,15,838.9,884.3,28,1.224848076,15.53
277,116.8,91,190.6,7,946.5,665.6,28,0.688086643,43.58
298.1,0,107.5,163.6,12.8,953.2,784,28,0.548809124,35.87
313.3,145,0,178.5,8,1001.9,688.7,28,0.569741462,41.05
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,1.24871134,28.99
289,133.7,0,194.9,5.5,924.1,760.1,28,0.674394464,46.25
147.8,175.1,0,171.2,2.2,1000,828.5,28,1.158322057,26.92
145.4,0,178.9,201.7,7.8,824,868.7,28,1.387207703,10.54
312.7,0,0,178.1,8,999.7,822.2,28,0.569555484,25.1
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,1.258064516,29.07
154.8,0,142.8,193.3,9.1,877.2,867.7,28,1.24870801,9.74
255.3,98.8,77,188.6,6.5,919,749.3,28,0.738738739,33.8
272.8,105.1,81.8,209.7,9,904,679.7,28,0.768695015,37.17
162,190.1,148.1,178.8,18.8,838.1,741.4,28,1.103703704,33.76
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,1.432942708,16.5
146.5,114.6,89.3,201.9,8.8,860,829.5,28,1.378156997,19.99
151.8,178.1,138.7,167.5,18.3,944,694.6,28,1.10342556,36.35
143.6,0,174.9,158.4,17.9,942.7,844.5,28,1.103064067,15.42
303.6,139.9,0,213.5,6.2,895.5,722.5,28,0.703227931,33.42
374.3,0,0,190.2,6.7,1013.2,730.4,28,0.508148544,39.06
158.6,148.9,116,175.1,15,953.3,719.7,28,1.104035309,27.68
152.6,238.7,0,200,6.3,1001.8,683.9,28,1.31061599,26.86
310,142.8,0,167.9,10,914.3,804,28,0.541612903,45.3
304.8,0,99.6,196,9.8,959.4,705.2,28,0.643044619,30.12
150.9,0,183.9,166.6,11.6,991.2,772.2,28,1.104042412,15.57
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,1.222692037,44.61
297.8,137.2,106.9,201.3,6,878.4,655.3,28,0.675957018,53.52
321.3,164.2,0,190.5,4.6,870,774,28,0.592903828,57.22
366,187,0,191.3,6.6,824.3,756.9,28,0.522677596,65.91
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,0.616154396,52.83
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,0.768742562,33.4
164.6,0,150.4,181.6,11.7,1023.3,728.9,28,1.10328068,18.03
155.6,243.5,0,180.3,10.7,1022,697.7,28,1.15874036,37.36
160.2,188,146.4,203.2,11.3,828.7,709.7,28,1.268414482,35.31
298.1,0,107,186.4,6.1,879,815.2,28,0.625293526,42.64
317.9,0,126.5,209.7,5.7,860.5,736.6,28,0.659641397,40.06
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,0.652975983,43.8
325.6,166.4,0,174,8.9,881.6,790,28,0.534398034,61.24
355.9,0,141.6,193.3,11,801.4,778.4,28,0.543130093,40.87
132,206.5,160.9,178.9,5.5,866.9,735.6,28,1.35530303,33.31
322.5,148.6,0,185.8,8.5,951,709.5,28,0.576124031,52.43
164.2,0,200.1,181.2,12.6,849.3,846,28,1.103532278,15.09
313.8,0,112.6,169.9,10.1,925.3,782.9,28,0.541427661,38.46
321.4,0,127.9,182.5,11.5,870.1,779.7,28,0.567828251,37.27
288.4,121,0,177.4,7,907.9,829.5,28,0.615117892,42.14
298.2,0,107,209.7,11.1,879.6,744.2,28,0.703219316,31.88
264.5,111,86.5,195.5,5.9,832.6,790.4,28,0.739130435,41.54
159.8,250,0,168.4,12.2,1049.3,688.2,28,1.053817272,39.46
166,259.7,0,183.2,12.7,858.8,826.8,28,1.103614458,37.92
276.4,116,90.3,179.6,8.9,870.1,768.3,28,0.649782923,44.28
322.2,0,115.6,196,10.4,817.9,813.4,28,0.608317815,31.18
148.5,139.4,108.6,192.7,6.1,892.4,780,28,1.297643098,23.7
159.1,186.7,0,175.6,11.3,989.6,788.9,28,1.10370836,32.77
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,0.768876964,32.4
